Name of State/ UT	Parliamentary Constituency	Candidate Name	Total Votes Polled	Winner or Not?	Party Abbreviation	Party Name
Gujarat	Chhota Udaipur	PROF. ARJUNBHAI VERSINGBHAI RATHVA	23116	no	AAAP	Aam Aadmi Party
Gujarat	Chhota Udaipur	VASAVA PRAFULBHAI DEVJIBHAI	12508	no	JD(U)	Janata Dal  (United)
Gujarat	Bharuch	VASAVA MANSUKHBHAI DHANJIBHAI	548902	yes	BJP	Bharatiya Janata Party
Gujarat	Bharuch	ANILKUMAR CHHITUBHAI BHAGAT	49289	no	JD(U)	Janata Dal  (United)
Gujarat	Bharuch	JAYENDRASINH RANA	4818	no	AAAP	Aam Aadmi Party
Gujarat	Bharuch	SAIYAD MOHSIN BAPU NANUMIYAWALA	1406	no	BMUP	Bahujan Mukti Party
Gujarat	Bharuch	BHURA SHABBIRBHAI VALIBHAI	2694	no	IND	Independent
Gujarat	Bharuch	SHAILESHKUMAR MAGANBHAI PARMAR	5125	no	IND	Independent
Gujarat	Bharuch	VIRSANGBHAI PARBATBHAI GOHIL	3353	no	IND	Independent
Gujarat	Bharuch	RAFIKBHAI SULEMAN SAPA	2644	no	IND	Independent
Gujarat	Bharuch	SUKHRAMSINGH	7275	no	BSP	Bahujan Samaj Party
Gujarat	Bharuch	None of the Above	23615	no	NOTA	None of the Above
Gujarat	Bharuch	NITIN ISHWARLAL VAKIL (ADVOCATE)	2661	no	IND	Independent
Gujarat	Bharuch	SINDHI MAYYUDEEN UMARBHAI	9862	no	IND	Independent
Gujarat	Bharuch	SAYYED ASIF ZAFAR ALI	1083	no	ADPT	Apna Desh Party
Gujarat	Bharuch	ANANDKUMAR SARVARSINH VASAVA	1855	no	IND	Independent
Gujarat	Bharuch	PATEL JAYESHBHAI AMBALALBHAI (JAYESH KAKA)	395629	no	INC	Indian National Congress
Gujarat	Bardoli	VASAVA PARBHUBHAI NAGARBHAI	622769	yes	BJP	Bharatiya Janata Party
Gujarat	Bardoli	GAMIT SURENDRABHAI SIMABHAI	5351	no	IND	Independent
Gujarat	Bardoli	CHAUDHARI CHANDUBHAI MACHALABHAI	10842	no	AAAP	Aam Aadmi Party
Gujarat	Bardoli	GAMIT MOVALIYABHAI NOPARIYABHAI	11625	no	BSP	Bahujan Samaj Party
Gujarat	Bardoli	RATHOD RAMESHBHAI BHIKHABHAI	8607	no	IND	Independent
Gujarat	Bardoli	BHAILALBHAI CHHANABHAI RATHOD	5334	no	ADSP	Aadivasi Sena Party
Gujarat	Bardoli	None of the Above	19991	no	NOTA	None of the Above
Gujarat	Bardoli	CHAUDHARI RENIYABHAI SHANKARBHAI	2184	no	HND	Hindusthan Nirman Dal
Gujarat	Bardoli	CHAUDHARI REVABEN SHANKARBHAI	13270	no	CPI	Communist Party of India
Gujarat	Bardoli	CHAUDHARI TUSHARBHAI AMARSINHBHAI	498885	no	INC	Indian National Congress
Gujarat	Bardoli	JAGATSINH LALJIBHAI VASAVA	7321	no	JD(U)	Janata Dal  (United)
Gujarat	Surat	DARSHANA VIKRAM JARDOSH	718412	yes	BJP	Bharatiya Janata Party
Gujarat	Surat	MUKESHBHAI LAVJIBHAI AMBALIYA	2695	no	IND	Independent
Gujarat	Surat	OMPRAKASH SHRIVASTAV	6346	no	BSP	Bahujan Samaj Party
Gujarat	Surat	KIRITBHAI HARJIBHAI VASANI	2640	no	YuS	Yuva Sarkar
Gujarat	Surat	MOHANBHAI B. PATEL	18877	no	AAAP	Aam Aadmi Party
Gujarat	Surat	DESAI NAISHADHBHAI BHUPATBHAI	185222	no	INC	Indian National Congress
Gujarat	Surat	VASAVA KISHORBHAI CHHOTUBHAI	1187	no	JD(U)	Janata Dal  (United)
Gujarat	Surat	None of the Above	10936	no	NOTA	None of the Above
Gujarat	Surat	MAVJIBHAI LAXMANBHAI SANDIS	1607	no	IND	Independent
Gujarat	Navsari	C. R. PATIL	820831	yes	BJP	Bharatiya Janata Party
Gujarat	Navsari	SONAL KELLOGG	1089	no	VoP	Voters Party
Gujarat	Navsari	LATABEN ASHOKKUMAR DWIVEDI	7560	no	IND	Independent
Gujarat	Navsari	RAMJAN MANSURI(JOURNALIST)	1787	no	IND	Independent
Gujarat	Navsari	PERCY MUNSHI	2235	no	IND	Independent
Gujarat	Navsari	ASLAM MISTRY	3853	no	BBC	Bharatiya Bahujan Congress
Gujarat	Navsari	RAVSHAHEB BHIMRAV PATIL (BANDHU)	2888	no	IND	Independent
Gujarat	Navsari	PYARELAL BHARTI	834	no	HND	Hindusthan Nirman Dal
Gujarat	Navsari	ROHIT GANDHI	4267	no	IND	Independent
Gujarat	Navsari	MAKSUD MIRZA	262715	no	INC	Indian National Congress
Gujarat	Navsari	VIMAL PATEL (ENDHAL)	2739	no	IND	Independent
Gujarat	Navsari	None of the Above	9322	no	NOTA	None of the Above
Gujarat	Navsari	KESHAVJI L. SARADVA	1059	no	IND	Independent
Gujarat	Navsari	WARDE RAJUBHAI BHIMRAO	2156	no	BMUP	Bahujan Mukti Party
Gujarat	Navsari	PATEL BHUPENDRAKUMAR DHIRUBHAI	1264	no	JD(U)	Janata Dal  (United)
Gujarat	Navsari	CHAUHAN KESAVBHAI MALABHAI (MASTER)	11240	no	BSP	Bahujan Samaj Party
Gujarat	Navsari	ARUN S. PATHAK(JOURNALIST)	1030	no	IND	Independent
Gujarat	Navsari	MEHUL PATEL	14299	no	AAAP	Aam Aadmi Party
Gujarat	Navsari	SAIYED MEHMUD AHMED	6069	no	IND	Independent
Gujarat	Navsari	HASAN SHAIKH	3510	no	IND	Independent
Gujarat	Valsad	DR. K.C.PATEL	617772	yes	BJP	Bharatiya Janata Party
Gujarat	Valsad	PATEL SHAILESHBHAI GANDABHAI	2982	no	JD(U)	Janata Dal  (United)
Gujarat	Valsad	PATEL GOVINDBHAI RANCHHODBHAI	8047	no	AAAP	Aam Aadmi Party
Gujarat	Valsad	DR.PANKAJKUMAR PARBHUBHAI PATEL	6028	no	ADSP	Aadivasi Sena Party
Gujarat	Valsad	TALAVIYA BABUBHAI CHHAGANBHAI	2967	no	BMUP	Bahujan Mukti Party
Gujarat	Valsad	PATEL BUDHABHAI RANCHHODBHAI	12757	no	IND	Independent
Gujarat	Valsad	KISHANBHAI  VESTABHAI PATEL	409768	no	INC	Indian National Congress
Gujarat	Valsad	GAURANGBHAI RAMESHBHAI PATEL	11372	no	HJP	Hindustan Janta Party
Gujarat	Valsad	VADIA LAXMANBHAI CHHAGANBHAI	9702	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Gujarat	Valsad	THAKRIYA RATILAL VAJIRBHAI	14202	no	BSP	Bahujan Samaj Party
Gujarat	Valsad	None of the Above	26606	no	NOTA	None of the Above
Haryana	Ambala	RATTAN LAL KATARIA	612121	yes	BJP	Bharatiya Janata Party
Haryana	Ambala	None of the Above	7816	no	NOTA	None of the Above
Haryana	Ambala	RAJ KUMAR BALMIKI	272047	no	INC	Indian National Congress
Haryana	Ambala	RAMESH CHAND	2715	no	IND	Independent
Haryana	Ambala	RAM JAWARI	1290	no	RAKP	Rashtriya Karmyog Party
Haryana	Ambala	ISHWAR SINGH	1446	no	IND	Independent
Haryana	Ambala	BHURA RAM	3388	no	IND	Independent
Haryana	Ambala	RAJENDER KUMAR BHATAULI	3432	no	BSCP	Bhartiya Shakti Chetna Party
Haryana	Ambala	SURINDER PAL SINGH	63626	no	AAAP	Aam Aadmi Party
Haryana	Ambala	ARUN KUMAR	11123	no	CPI	Communist Party of India
Haryana	Ambala	PHOOL CHAND RATTUWALA	3095	no	IND	Independent
Haryana	Ambala	DR. KUSUM SHERWAL	129571	no	INLD	Indian National Lok Dal
Haryana	Ambala	DR. KAPOOR SINGH	102627	no	BSP	Bahujan Samaj Party
Haryana	Ambala	GURNAM SINGH	933	no	IND	Independent
Haryana	Ambala	BHUPINDER KUMAR	3765	no	IND	Independent
Haryana	Kurukshetra	RAJ KUMAR SAINI	418112	yes	BJP	Bharatiya Janata Party
Haryana	Kurukshetra	BALBIR SINGH SAINI	288376	no	INLD	Indian National Lok Dal
Haryana	Kurukshetra	CHUNI MANOJ KUMAR	2770	no	IND	Independent
Haryana	Kurukshetra	CHATTAR SINGH	68926	no	BSP	Bahujan Samaj Party
Haryana	Kurukshetra	RANBIR SINGH SHARMA	2765	no	IND	Independent
Haryana	Kurukshetra	VISHNU BHAGWAN AGGARWAL	2083	no	IND	Independent
Haryana	Kurukshetra	BALWINDER KAUR	32554	no	AAAP	Aam Aadmi Party
Haryana	Kurukshetra	JASVINDER JASHT BHUKHRI	3887	no	IND	Independent
Haryana	Kurukshetra	NAVEEN JINDAL	287722	no	INC	Indian National Congress
Haryana	Kurukshetra	MASTER DHARAMPAL DHIMAN BRAHAMAN	1994	no	IND	Independent
Haryana	Kurukshetra	RAM KISHAN	1635	no	LPR	Lok Parivartan Party(DC)
Haryana	Kurukshetra	RAMESHWAR KUMAR SAINI	2344	no	BSCP	Bhartiya Shakti Chetna Party
Haryana	Kurukshetra	CA. SATISH SINGAL	760	no	IND	Independent
Haryana	Kurukshetra	KANTA ALLARIA	1534	no	IBSPK	Indian Bahujan Sandesh Party (Kanshiram)
Haryana	Kurukshetra	ONKAR SINGH	1483	no	NAJC	National Janhit Congress (AB)
Haryana	Kurukshetra	RAJ KUMAR SAINI	6061	no	IND	Independent
Haryana	Kurukshetra	KULDEEP SINGH MALLHI	1665	no	RPI	Republican Party of India
Haryana	Kurukshetra	GURMEET SINGH	1092	no	LD	Lok Dal
Haryana	Kurukshetra	DAVINDER KUMAR	2041	no	IND	Independent
Haryana	Kurukshetra	ANIL KUMAR	1593	no	IND	Independent
Haryana	Kurukshetra	ASHWANI MALHOTRA	3251	no	AITC	All India Trinamool Congress
Haryana	Kurukshetra	KIRAN PAL	762	no	BIP	Bharatiya Inqalab Party
Haryana	Kurukshetra	None of the Above	2482	no	NOTA	None of the Above
Haryana	Sirsa	CHARANJEET SINGH RORI	506370	yes	INLD	Indian National Lok Dal
Haryana	Sirsa	None of the Above	4033	no	NOTA	None of the Above
Haryana	Sirsa	SANJIV BHOJRAJ	2350	no	VIP	VANCHITSAMAJ INSAAF PARTY
Haryana	Sirsa	BALWANT SINGH	2201	no	BhSMP	Bharatiya Sant Mat Party
Haryana	Sirsa	MANJEET SINGH	1334	no	IND	Independent
Haryana	Sirsa	RAJ KUMAR NAGAR	4208	no	SP	Samajwadi Party
Haryana	Sirsa	HANSRAJ HANSA	2901	no	JM	Jan Morcha
Haryana	Sirsa	RANVIR KHOBRA	7308	no	IND	Independent
Haryana	Sirsa	JAGDISH	2145	no	IND	Independent
Haryana	Sirsa	FAKIR CHAND	1197	no	IND	Independent
Haryana	Sirsa	JAIPAL BHATTI	1365	no	IND	Independent
Haryana	Sirsa	ASHOK TANWAR	390634	no	INC	Indian National Congress
Haryana	Sirsa	MANGERAM	20750	no	BSP	Bahujan Samaj Party
Haryana	Sirsa	SURENDER KUMAR (URF) MENPAL PHOOLA	3432	no	IND	Independent
Haryana	Sirsa	COMRADE RAM KUMAR	11194	no	CPM	Communist Party of India  (Marxist)
Haryana	Sirsa	DR. SUSHIL INDORA	241067	no	HJCBL	Haryana Janhit Congress (BL)
Haryana	Sirsa	RAJBIR PALNA	5636	no	IND	Independent
Haryana	Sirsa	POONAM CHAND RATTI	66844	no	AAAP	Aam Aadmi Party
Haryana	Sirsa	MEWA SINGH	4136	no	IND	Independent
Haryana	Hisar	DUSHYANT CHAUTALA	494478	yes	INLD	Indian National Lok Dal
Haryana	Hisar	NARESH BATRA	587	no	IND	Independent
Haryana	Hisar	SATBIR	363	no	IND	Independent
Haryana	Hisar	VIKAS	684	no	IND	Independent
Haryana	Hisar	KULDEEP BISHNOI	462631	no	HJCBL	Haryana Janhit Congress (BL)
Haryana	Hisar	RAM PHAL	463	no	IND	Independent
Haryana	Hisar	HANSRAJ	245	no	IND	Independent
Haryana	Hisar	KULDEEP S/O MADAN LAL	959	no	IND	Independent
Haryana	Hisar	KULDEEP S/O SAJJAN	395	no	IND	Independent
Haryana	Hisar	SUSHIL KAUSHIK	700	no	IND	Independent
Haryana	Hisar	VISHNU KUMAR	1048	no	IND	Independent
Haryana	Hisar	PHUL SINGH	6533	no	CPM	Communist Party of India  (Marxist)
Haryana	Hisar	DR. RAJESH MAHENDIA	1723	no	IND	Independent
Haryana	Hisar	SUSHIL NIDHI	273	no	IND	Independent
Haryana	Hisar	OM PARKASH	1471	no	BhSMP	Bharatiya Sant Mat Party
Haryana	Hisar	SUNDER	134	no	IND	Independent
Haryana	Hisar	SHIV KUMAR	447	no	IND	Independent
Haryana	Hisar	SITA RAM	128	no	IND	Independent
Haryana	Hisar	UMED SINGH	342	no	IND	Independent
Haryana	Hisar	ARUN KUMAR	307	no	IND	Independent
Haryana	Hisar	BALWAN SINGH	213	no	IND	Independent
Haryana	Hisar	RAKESH KUMAR (RINKU BHAI)	176	no	IND	Independent
Haryana	Hisar	DR. YUDHBIR SINGH KHYALIA	28490	no	AAAP	Aam Aadmi Party
Haryana	Hisar	MAMTA RANI	1195	no	RPP(LB)	Rashtrawadi Parivartan Party (L.B,)
Haryana	Hisar	SHRAVAN KUMAR ASIJA	371	no	IND	Independent
Haryana	Hisar	KULDEEP S/O ISHWAR SINGH	1242	no	IND	Independent
Haryana	Hisar	MANGE RAM	30446	no	BSP	Bahujan Samaj Party
Haryana	Hisar	KULDEEP S/O NARAIN SINGH	5251	no	IND	Independent
Haryana	Hisar	ATAM PARKASH	300	no	IND	Independent
Haryana	Hisar	KULDEEP S/O PARDUMN	2587	no	IND	Independent
Haryana	Hisar	RAJ SINGH	600	no	IND	Independent
Haryana	Hisar	SAMPAT SINGH	102509	no	INC	Indian National Congress
Haryana	Hisar	NARENDER	408	no	IND	Independent
Haryana	Hisar	VIJAY KUMAR SHARMA	1788	no	IND	Independent
Haryana	Hisar	KARTAR SINGH	1143	no	IND	Independent
Haryana	Hisar	YUDHVIR	197	no	IND	Independent
Haryana	Hisar	KULDEEP SINGH S/O SHISHPAL	705	no	BMUP	Bahujan Mukti Party
Haryana	Hisar	BALJEET	208	no	IND	Independent
Haryana	Hisar	KULDEEP S/O KARAN SINGH	1886	no	IND	Independent
Haryana	Hisar	NARINDER KUMAR	388	no	IND	Independent
Haryana	Hisar	RAJ KUMAR	255	no	IND	Independent
Haryana	Hisar	None of the Above	1645	no	NOTA	None of the Above
Haryana	Karnal	ASHWINI KUMAR	594817	yes	BJP	Bharatiya Janata Party
Haryana	Karnal	None of the Above	2929	no	NOTA	None of the Above
Haryana	Karnal	SAVITRI	1468	no	IND	Independent
Haryana	Karnal	RAJESH KUMAR	1937	no	IND	Independent
Haryana	Karnal	ARVIND TIWARI	1260	no	IND	Independent
Haryana	Karnal	ASHISH	1314	no	AIFB	All India Forward Bloc
Haryana	Karnal	MAHMOOD HASSAN	2723	no	IND	Independent
Haryana	Karnal	DAVINDER SHARMA	806	no	RAKP	Rashtriya Karmyog Party
Haryana	Karnal	SHASHI SAINI	1544	no	IND	Independent
Haryana	Karnal	JAGDISH	3442	no	IND	Independent
Haryana	Karnal	RAMPHAL SHARMA	940	no	IND	Independent
Haryana	Karnal	PALE RAM KASHYAP	2654	no	RJP(E)	Rashtriya Janshakti Party(Eklavya)
Haryana	Karnal	PURAN SINGH PANWAR	865	no	RVNP	Rashtravadi Janata Party
Haryana	Karnal	PARAMJIT SINGH	32060	no	AAAP	Aam Aadmi Party
Haryana	Karnal	JAGBIR SINGH RANA	2775	no	IND	Independent
Haryana	Karnal	DEVENDER JAGLAN	759	no	RPI(A)	Republican Party of India (A)
Haryana	Karnal	KHATAB SINGH MOR	885	no	BSCP	Bhartiya Shakti Chetna Party
Haryana	Karnal	JASWINDER SINGH SANDHU	187902	no	INLD	Indian National Lok Dal
Haryana	Karnal	KISMAT SHARMA	1757	no	IND	Independent
Haryana	Karnal	MAM CHAND	10945	no	CPI	Communist Party of India
Haryana	Karnal	MAHINDER PAL	1276	no	IND	Independent
Haryana	Karnal	MARATHA VIRENDER VERMA	102628	no	BSP	Bahujan Samaj Party
Haryana	Karnal	ARVIND KUMAR SHARMA	234670	no	INC	Indian National Congress
Haryana	Karnal	DULI CHAND	1144	no	LPR	Lok Parivartan Party(DC)
Haryana	Sonipat	RAMESH CHANDER	347203	yes	BJP	Bharatiya Janata Party
Haryana	Sonipat	SANT DHARAMVIR CHOTIWALA	943	no	IND	Independent
Haryana	Sonipat	DALBIR SINGH CHAHAL	671	no	RVNP	Rashtravadi Janata Party
Haryana	Sonipat	HARI PARKASH COMRADE	1757	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Haryana	Sonipat	SUKHBIR SINGH	5533	no	IND	Independent
Haryana	Sonipat	PADAM SINGH	264404	no	INLD	Indian National Lok Dal
Haryana	Sonipat	JAGBIR SINGH MALIK	269789	no	INC	Indian National Congress
Haryana	Sonipat	JAI SINGH	48597	no	AAAP	Aam Aadmi Party
Haryana	Sonipat	SUMAN SINGH	24103	no	BSP	Bahujan Samaj Party
Haryana	Sonipat	BHUPESHWAR DAYAL	2525	no	IND	Independent
Haryana	Sonipat	BIJENDER KUMAR	965	no	IND	Independent
Haryana	Sonipat	ANUP SING DAHIYA	259	no	RJAVP	Rashtriya Jatigat Aarakshan Virodhi Party
Haryana	Sonipat	ASHOK KUMAR VASHISHTH	492	no	RPI(A)	Republican Party of India (A)
Haryana	Sonipat	ANIL KUMAR	468	no	RBHP	Rashtriya Bahujan Hitay Party
Haryana	Sonipat	SANJAY	3950	no	IND	Independent
Haryana	Sonipat	PADAM SINGH	1375	no	IND	Independent
Haryana	Sonipat	JAGBIR	357	no	IND	Independent
Haryana	Sonipat	SITENDER SINGH	899	no	IND	Independent
Haryana	Sonipat	SATYA NARAYAN	550	no	IND	Independent
Haryana	Sonipat	GULAB SINGH	916	no	PHRC	Poorvanchal Rashtriya Congress
Haryana	Sonipat	RAMESH	4405	no	IND	Independent
Haryana	Sonipat	JASWANT	656	no	IND	Independent
Haryana	Sonipat	MANOJ KUMAR	2417	no	IND	Independent
Haryana	Sonipat	None of the Above	2403	no	NOTA	None of the Above
Haryana	Rohtak	DEEPENDER SINGH HOODA	490063	yes	INC	Indian National Congress
Haryana	Rohtak	None of the Above	4932	no	NOTA	None of the Above
Haryana	Rohtak	ANIL	829	no	RBHP	Rashtriya Bahujan Hitay Party
Haryana	Rohtak	MANOJ KUMAR	18690	no	BSP	Bahujan Samaj Party
Haryana	Rohtak	OM PARKASH DHANKAR	319436	no	BJP	Bharatiya Janata Party
Haryana	Rohtak	JAI SINGH	614	no	IND	Independent
Haryana	Rohtak	RAVINDER KUMAR	418	no	IBSPK	Indian Bahujan Sandesh Party (Kanshiram)
Haryana	Rohtak	SUNIL KUMAR	947	no	AITC	All India Trinamool Congress
Haryana	Rohtak	SATPAL	2449	no	IND	Independent
Haryana	Rohtak	SAJJAN SINGH	2032	no	IND	Independent
Haryana	Rohtak	VISHNU DUTT	3151	no	IND	Independent
Haryana	Rohtak	NAVEEN JAIHIND	46759	no	AAAP	Aam Aadmi Party
Haryana	Rohtak	KARAN SINGH	394	no	IND	Independent
Haryana	Rohtak	SHAMSHER SINGH KHARKARA	151120	no	INLD	Indian National Lok Dal
Haryana	Rohtak	JAI KARAN MANDAUTHI	2497	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Haryana	Bhiwani-Mahendragarh	DHARAMBIR S/O BHALE RAM	404542	yes	BJP	Bharatiya Janata Party
Haryana	Bhiwani-Mahendragarh	BAHADUR SINGH	275148	no	INLD	Indian National Lok Dal
Haryana	Bhiwani-Mahendragarh	PURAN MAL SHARMA	3195	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	SHRUTI CHOUDHRY	268115	no	INC	Indian National Congress
Haryana	Bhiwani-Mahendragarh	OMBIR	1617	no	LPR	Lok Parivartan Party(DC)
Haryana	Bhiwani-Mahendragarh	VED PAL TANWAR	27834	no	BSP	Bahujan Samaj Party
Haryana	Bhiwani-Mahendragarh	LALIT AGGARWAL	22200	no	AAAP	Aam Aadmi Party
Haryana	Bhiwani-Mahendragarh	LAL CHAND	6265	no	RBC	Republican Backward Congress
Haryana	Bhiwani-Mahendragarh	SAMSER	391	no	NLP	National Loktantrik Party
Haryana	Bhiwani-Mahendragarh	PARDEEP SINGH TANWAR	1334	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	NARESH KUMAR	1493	no	SP	Samajwadi Party
Haryana	Bhiwani-Mahendragarh	DHARM BIR S/O HARI SINGH	995	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	RAKESH KUMAR	293	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	CHITTER SINGH BALI	1060	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	SUDHIR CHANDWAS	523	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	NARENDER PICHOPA-KHURD	3151	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	DHARAMBIR S/O BANWARI	708	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	VEDPARKASH BHARTIYA	1020	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	SATPAL S/O SUBE	826	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	MASTER SHER SINGH	3441	no	CPM	Communist Party of India  (Marxist)
Haryana	Bhiwani-Mahendragarh	SHER SINGH	361	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	RAJIV	603	no	BMUP	Bahujan Mukti Party
Haryana	Bhiwani-Mahendragarh	SATPAL S/O LOKRAM	297	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	SUKHBIR SINGH	275	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	MAHAVIR SINGH	393	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	DHARAMBIR SINGH	2357	no	IND	Independent
Haryana	Bhiwani-Mahendragarh	None of the Above	1994	no	NOTA	None of the Above
Haryana	Gurgaon	INDERJIT SINGH RAO	644780	yes	BJP	Bharatiya Janata Party
Haryana	Gurgaon	None of the Above	2657	no	NOTA	None of the Above
Haryana	Gurgaon	AKBAR KASMI	1429	no	RUC	Rashtriya Ulama Council
Haryana	Gurgaon	MANOJ YADAV	3043	no	IND	Independent
Haryana	Gurgaon	HEMANT KUMAR SAINI	1153	no	BMUP	Bahujan Mukti Party
Haryana	Gurgaon	ASHOK BHARDWAJ	713	no	NAJC	National Janhit Congress (AB)
Haryana	Gurgaon	AHSHAN ALI	455	no	IND	Independent
Haryana	Gurgaon	MAHENDER JAT	1021	no	IND	Independent
Haryana	Gurgaon	RAJEEV YADAV	493	no	IND	Independent
Haryana	Gurgaon	USHA RANI VERMA	489	no	IND	Independent
Haryana	Gurgaon	RAJESH	566	no	IND	Independent
Haryana	Gurgaon	OMBIR SHARMA	566	no	IND	Independent
Haryana	Gurgaon	SURINDER KUMAR KHULLAR	686	no	IND	Independent
Haryana	Gurgaon	KUSHESHWAR BHAGAT	7821	no	IND	Independent
Haryana	Gurgaon	UMED SINGH	927	no	RMOP	RASHTRIYA MORCHA PARTY
Haryana	Gurgaon	DHARAMPAL	65009	no	BSP	Bahujan Samaj Party
Haryana	Gurgaon	YOGENDRA YADAV	79452	no	AAAP	Aam Aadmi Party
Haryana	Gurgaon	RAO DHARAM PAL	133713	no	INC	Indian National Congress
Haryana	Gurgaon	ABDUL LATIF	699	no	IND	Independent
Haryana	Gurgaon	ZAKIR HUSSAIN	370058	no	INLD	Indian National Lok Dal
Haryana	Gurgaon	KARAN SINGH JOURNALIST	938	no	IND	Independent
Haryana	Gurgaon	FAUJI JAI KAWAR TYAGI DIXIT	3147	no	IND	Independent
Haryana	Gurgaon	MUL CHAND	804	no	IND	Independent
Haryana	Faridabad	KRISHAN PAL	652516	yes	BJP	Bharatiya Janata Party
Haryana	Faridabad	DR. KSHETRA PAL SINGH	1943	no	IND	Independent
Haryana	Faridabad	PT. RAJENDER SHARMA	66000	no	BSP	Bahujan Samaj Party
Haryana	Faridabad	HAMID KHAN	2762	no	hkd	Hindustan Kranti Dal
Haryana	Faridabad	DEEPAK GAUR	479	no	AVIRP	AARAKSHAN VIRODHI PARTY
Haryana	Faridabad	SANJAY MAURYA	1098	no	IND	Independent
Haryana	Faridabad	NANAK CHAND	2551	no	IND	Independent
Haryana	Faridabad	SUKHVEER	1082	no	RBCP	Rashtriya Bahujan Congress Party
Haryana	Faridabad	PURSHOTAM DAGAR	67437	no	AAAP	Aam Aadmi Party
Haryana	Faridabad	ADVOCATE KAMAL CHAND ARYA	967	no	BMUP	Bahujan Mukti Party
Haryana	Faridabad	RAVINDER BHATI	1689	no	ABHM	Akhil Bharat Hindu Mahasabha
Haryana	Faridabad	MOHD. MUKIM	1735	no	NLP	National Loktantrik Party
Haryana	Faridabad	AVTAR SINGH BHADANA	185643	no	INC	Indian National Congress
Haryana	Faridabad	MANDHEER SINGH MAAN	644	no	IND	Independent
Haryana	Faridabad	SHUSHILA	525	no	IND	Independent
Haryana	Faridabad	VIJAY RAJ	407	no	IND	Independent
Haryana	Faridabad	KUSUM KUMARI	620	no	AIPF	All India Peoples' Front (Radical)
Haryana	Faridabad	MUKESH KUMAR SINGH	442	no	IND	Independent
Haryana	Faridabad	CHAUDHARY DAYA CHAND	711	no	BSCP	Bhartiya Shakti Chetna Party
Haryana	Faridabad	LALIT MITTAL	420	no	IND	Independent
Haryana	Faridabad	R K ANAND	132472	no	INLD	Indian National Lok Dal
Haryana	Faridabad	NIRMALA	894	no	JD(U)	Janata Dal  (United)
Haryana	Faridabad	KHUSH DIL SEHGAL (KAPOOR)	685	no	ABHKP	Akhil Bharatiya Hind Kranti Party
Haryana	Faridabad	AHERWAN DHARMENDER RAWAT	664	no	IND	Independent
Haryana	Faridabad	LAXMAN	657	no	IND	Independent
Haryana	Faridabad	RAJENDER	409	no	IND	Independent
Haryana	Faridabad	KHEME THAKUR	1940	no	SP	Samajwadi Party
Haryana	Faridabad	None of the Above	3334	no	NOTA	None of the Above
Himachal Pradesh	Kangra	SHANTA KUMAR	456163	yes	BJP	Bharatiya Janata Party
Himachal Pradesh	Kangra	PREM CHAND VISHVAKARMA	4106	no	IND	Independent
Himachal Pradesh	Kangra	DHANI RAM	1085	no	IND	Independent
Himachal Pradesh	Kangra	CHANDER KUMAR	286091	no	INC	Indian National Congress
Himachal Pradesh	Kangra	BALDEV RAJ	997	no	HiSP	Himachal Swabhiman Party
Himachal Pradesh	Kangra	DR. RAJAN SUSHANT	24430	no	AAAP	Aam Aadmi Party
Himachal Pradesh	Kangra	DR. ATUL THAKUR BHARMORI	1133	no	IND	Independent
Himachal Pradesh	Kangra	BHUPINDER MEHRA	5585	no	IND	Independent
Himachal Pradesh	Kangra	RAMAN KUMAR	637	no	BMUP	Bahujan Mukti Party
Himachal Pradesh	Kangra	LAL HUSSAIN	5949	no	BSP	Bahujan Samaj Party
Himachal Pradesh	Kangra	PARVESH YADAV	808	no	SP	Samajwadi Party
Himachal Pradesh	Kangra	ARTI SONI	3757	no	SHS	Shivsena
Himachal Pradesh	Kangra	None of the Above	8704	no	NOTA	None of the Above
Himachal Pradesh	Mandi	RAM SWAROOP SHARMA	362824	yes	BJP	Bharatiya Janata Party
Himachal Pradesh	Mandi	None of the Above	6191	no	NOTA	None of the Above
Himachal Pradesh	Mandi	PUNI CHAND	923	no	SP	Samajwadi Party
Himachal Pradesh	Mandi	BHAG CHAND RANA	1868	no	IND	Independent
Himachal Pradesh	Mandi	SUBHASH MOHAN SNEHI	1928	no	IND	Independent
Himachal Pradesh	Mandi	JAI CHAND THAKUR	9359	no	AAAP	Aam Aadmi Party
Himachal Pradesh	Mandi	LALA RAM	5167	no	BSP	Bahujan Samaj Party
