Name of State/ UT	Parliamentary Constituency	Candidate Name	Total Votes Polled	Winner or Not?	Party Abbreviation	Party Name
Odisha	Cuttack	MAHAMEGHABAHAN AIRA KHARABELA SWAIN	58246	no	AOP	Aama Odisha Party
Odisha	Cuttack	BIKASH DAS	4531	no	AAAP	Aam Aadmi Party
Odisha	Cuttack	SAMIR DEY	146093	no	BJP	Bharatiya Janata Party
Odisha	Cuttack	SABYASACHI MAHAPATRA	1812	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Odisha	Cuttack	APARAJITA  MOHANTY	219323	no	INC	Indian National Congress
Odisha	Cuttack	BINAPANI DAS	2171	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
Odisha	Cuttack	None of the Above	8889	no	NOTA	None of the Above
Odisha	Kendrapara	BAIJAYANT PANDA	601574	yes	BJD	Biju Janata Dal
Odisha	Kendrapara	SUKUMAR MALLICK	2221	no	IND	Independent
Odisha	Kendrapara	SK. FARUK	6199	no	BSP	Bahujan Samaj Party
Odisha	Kendrapara	DHARANIDHAR NAYAK	392466	no	INC	Indian National Congress
Odisha	Kendrapara	MD.SAMIM AKTAR	6029	no	AAAP	Aam Aadmi Party
Odisha	Kendrapara	BISHNU PRASAD DAS	118707	no	BJP	Bharatiya Janata Party
Odisha	Kendrapara	PRAMOD SAHU	6193	no	IND	Independent
Odisha	Kendrapara	None of the Above	7610	no	NOTA	None of the Above
Odisha	Jagatsinghpur	KULAMANI SAMAL	624492	yes	BJD	Biju Janata Dal
Odisha	Jagatsinghpur	None of the Above	7624	no	NOTA	None of the Above
Odisha	Jagatsinghpur	PRADIP KUMAR MALLICK	6895	no	BSP	Bahujan Samaj Party
Odisha	Jagatsinghpur	BIBHU PRASAD TARAI	348098	no	INC	Indian National Congress
Odisha	Jagatsinghpur	BAIDHAR MALLICK	117448	no	BJP	Bharatiya Janata Party
Odisha	Jagatsinghpur	AJAY KUMAR BEHERA	18099	no	CPI	Communist Party of India
Odisha	Jagatsinghpur	MANAS KUMAR BEHERA	3347	no	IND	Independent
Odisha	Jagatsinghpur	ANUPAMA SETHY	5929	no	AAAP	Aam Aadmi Party
Odisha	Puri	PINAKI MISRA	523161	yes	BJD	Biju Janata Dal
Odisha	Puri	ASHOK PRADHAN	6969	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Odisha	Puri	NIRAD BARAN KHUNTIA	4262	no	AAAP	Aam Aadmi Party
Odisha	Puri	BHASKAR CHANDRA MOHANTY	7094	no	BSP	Bahujan Samaj Party
Odisha	Puri	SUCHARITA MOHANTY	259800	no	INC	Indian National Congress
Odisha	Puri	SABYASACHI MOHAPATRA	13190	no	KS	Kalinga Sena
Odisha	Puri	ASHOK SAHU	215763	no	BJP	Bharatiya Janata Party
Odisha	Puri	None of the Above	9150	no	NOTA	None of the Above
Odisha	Bhubaneswar	PRASANNA KUMAR PATASANI	439252	yes	BJD	Biju Janata Dal
Odisha	Bhubaneswar	None of the Above	8140	no	NOTA	None of the Above
Odisha	Bhubaneswar	BIJAY MOHANTY	145783	no	INC	Indian National Congress
Odisha	Bhubaneswar	MANAS RANJAN MISHRA	3783	no	IND	Independent
Odisha	Bhubaneswar	PRITHIVIRAJ HARICHANDAN	249775	no	BJP	Bharatiya Janata Party
Odisha	Bhubaneswar	KULAMANI NAYAK	1128	no	PBI	Proutist Bloc, India
Odisha	Bhubaneswar	RABINDRA NATH BEHERA	1745	no	SP	Samajwadi Party
Odisha	Bhubaneswar	BISMAYA MAHAPATRA	7112	no	AAAP	Aam Aadmi Party
Odisha	Bhubaneswar	MADHU SUDAN YADAV	3457	no	BSP	Bahujan Samaj Party
Odisha	Bhubaneswar	SUNJOY HANS	29505	no	AOP	Aama Odisha Party
Odisha	Bhubaneswar	PRANA KRUSHNA DALABEHERA	1194	no	SAMO	Samruddha Odisha
Odisha	Bhubaneswar	PRAMILA BEHERA	948	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Odisha	Aska	LADU KISHORE SWAIN	541473	yes	BJD	Biju Janata Dal
Odisha	Aska	SRILOKANATH RATHA	229476	no	INC	Indian National Congress
Odisha	Aska	KALI CHARANA NAYAK	5192	no	IND	Independent
Odisha	Aska	BIJAYA KUMAR MAHAPATRO	9127	no	BSP	Bahujan Samaj Party
Odisha	Aska	BANSIDHAR TRIPATHY	7553	no	AITC	All India Trinamool Congress
Odisha	Aska	MAHESH CHANDRA MOHANTY	67361	no	BJP	Bharatiya Janata Party
Odisha	Aska	PRABHAT KUMAR MAHANTY	11063	no	AAAP	Aam Aadmi Party
Odisha	Aska	K. SHYAMBABU SUBUDHI	5293	no	IND	Independent
Odisha	Aska	SANKAR SAHU	4361	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Odisha	Aska	None of the Above	15382	no	NOTA	None of the Above
Odisha	Berhampur	SIDHANT MOHAPATRA	398107	yes	BJD	Biju Janata Dal
Odisha	Berhampur	DHANADA KANTA MISHRA	8248	no	AAAP	Aam Aadmi Party
Odisha	Berhampur	K. SHYAMBABU SUBUDHI	3383	no	IND	Independent
Odisha	Berhampur	ALI KISHOR PATNAIK	35968	no	CPM	Communist Party of India  (Marxist)
Odisha	Berhampur	SRIHARI PATANAIK	4081	no	IND	Independent
Odisha	Berhampur	A. RAGHUNATH  VARMA	3719	no	IND	Independent
Odisha	Berhampur	RAMA CHANDRA PANDA	158811	no	BJP	Bharatiya Janata Party
Odisha	Berhampur	MANOJ CHOUDHURY	3314	no	AITC	All India Trinamool Congress
Odisha	Berhampur	CHANDRA SEKHAR SAHU	270387	no	INC	Indian National Congress
Odisha	Berhampur	BIDHAN CHANDRA PANDA	2773	no	skd	Samata Kranti Dal
Odisha	Berhampur	ASWINI KUMAR PADHY	3865	no	BSP	Bahujan Samaj Party
Odisha	Berhampur	None of the Above	12706	no	NOTA	None of the Above
Odisha	Koraput	JHINA HIKAKA	395109	yes	BJD	Biju Janata Dal
Odisha	Koraput	PRAKASH HIKAKA	9609	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
Odisha	Koraput	GIRIDHAR GAMANG	375781	no	INC	Indian National Congress
Odisha	Koraput	SIBASANKAR ULAKA	89788	no	BJP	Bharatiya Janata Party
Odisha	Koraput	LINGARAJ GOMANGO	13861	no	IND	Independent
Odisha	Koraput	MEGHANADA SABAR	13343	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Odisha	Koraput	KAILASH SABARA	8910	no	skd	Samata Kranti Dal
Odisha	Koraput	PRASKA RENGA	34957	no	BSP	Bahujan Samaj Party
Odisha	Koraput	BANAMALI MAJHI	14854	no	APoI	Ambedkarite Party of India
Odisha	Koraput	None of the Above	33232	no	NOTA	None of the Above
Punjab	Gurdaspur	VINOD KHANNA	482255	yes	BJP	Bharatiya Janata Party
Punjab	Gurdaspur	None of the Above	4625	no	NOTA	None of the Above
Punjab	Gurdaspur	ROHIT MAINGI	4057	no	IND	Independent
Punjab	Gurdaspur	SIKANDER SINGH	2124	no	IND	Independent
Punjab	Gurdaspur	GURPREET SINGH KHANNA	1785	no	BGTD	Bharatiya Gaon Taj Dal
Punjab	Gurdaspur	MUKESH	1649	no	IND	Independent
Punjab	Gurdaspur	SANTOSH KUMARI	3645	no	MEDP	Megh Desham Party
Punjab	Gurdaspur	AMIT AGGARWAL	1195	no	IND	Independent
Punjab	Gurdaspur	VARINDER SINGH	11839	no	CPI	Communist Party of India
Punjab	Gurdaspur	SUCHA SINGH CHHOTEPUR	173376	no	AAAP	Aam Aadmi Party
Punjab	Gurdaspur	GURMEET SINGH BAKHATPURA	2875	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Punjab	Gurdaspur	SUKHWINDER SINGH	5621	no	BSP	Bahujan Samaj Party
Punjab	Gurdaspur	PETER MASIH	1463	no	SSPD	SARVAJAN SAMAJ PARTY (D)
Punjab	Gurdaspur	PARTAP SINGH BAJWA	346190	no	INC	Indian National Congress
Punjab	Amritsar	CAPTAIN AMARINDER SINGH	482876	yes	INC	Indian National Congress
Punjab	Amritsar	BHAGWANT SINGH	2303	no	IND	Independent
Punjab	Amritsar	PARDEEP SINGH WALIA	5870	no	BSP	Bahujan Samaj Party
Punjab	Amritsar	DR. DALJIT SINGH	82633	no	AAAP	Aam Aadmi Party
Punjab	Amritsar	SHAM LAL GANDHIWADI	2691	no	IND	Independent
Punjab	Amritsar	ARUN JAITLEY	380106	no	BJP	Bharatiya Janata Party
Punjab	Amritsar	YUSAF MOHAMMAD	922	no	SP	Samajwadi Party
Punjab	Amritsar	REHMAT MASIH	1214	no	IND	Independent
Punjab	Amritsar	RATTAN SINGH RANDHAWA	4350	no	IND	Independent
Punjab	Amritsar	BAL KRISHAN SHARMA	2878	no	IND	Independent
Punjab	Amritsar	BUTA SINGH	941	no	BSP(A)	Bahujan Samaj Party  (Ambedkar)
Punjab	Amritsar	KANWALJIT SINGH SAHOTA	2123	no	IND	Independent
Punjab	Amritsar	BALBIR SINGH	827	no	BGTD	Bharatiya Gaon Taj Dal
Punjab	Amritsar	AMARJIT SINGH ASAL	12902	no	CPI	Communist Party of India
Punjab	Amritsar	GAGANDEEP KUMAR	3294	no	IND	Independent
Punjab	Amritsar	SURINDER KUMAR KHOSLA	2396	no	IND	Independent
Punjab	Amritsar	MOHINDER SINGH	1140	no	IND	Independent
Punjab	Amritsar	KRISHAN SHARMA	503	no	NBDP	Nav Bharat Democratic Party
Punjab	Amritsar	DR. INDERPAL	3083	no	IND	Independent
Punjab	Amritsar	AMARINDER SINGH	1151	no	IND	Independent
Punjab	Amritsar	GURDIAL SINGH GILL	604	no	DBSP	Democratic Bharatiya Samaj Party
Punjab	Amritsar	ARUN KUMAR JOSHI	9023	no	IND	Independent
Punjab	Amritsar	SURINDER SINGH	833	no	DCP	Democratic Congress Party
Punjab	Amritsar	None of the Above	2533	no	NOTA	None of the Above
Punjab	Khadoor Sahib	RANJIT SINGH BRAHMPURA	467332	yes	SAD	Shiromani Akali Dal
Punjab	Khadoor Sahib	None of the Above	5624	no	NOTA	None of the Above
Punjab	Khadoor Sahib	GURPAL SINGH	1182	no	aimpr	All India Mazdoor Party (Rangreta)
Punjab	Khadoor Sahib	KAWALJIT SINGH	962	no	IND	Independent
Punjab	Khadoor Sahib	BALDEEP SINGH	144521	no	AAAP	Aam Aadmi Party
Punjab	Khadoor Sahib	HARMINDER SINGH GILL	366763	no	INC	Indian National Congress
Punjab	Khadoor Sahib	SUKHWANT SINGH	1053	no	IND	Independent
Punjab	Khadoor Sahib	STEPHEN MASIH	4329	no	SSPD	SARVAJAN SAMAJ PARTY (D)
Punjab	Khadoor Sahib	SUKHDEV SINGH CHOHAN	801	no	IND	Independent
Punjab	Khadoor Sahib	BHUPINDER SINGH	3282	no	IND	Independent
Punjab	Khadoor Sahib	BALWANT SINGH SULTANPURI	2930	no	BSP(A)	Bahujan Samaj Party  (Ambedkar)
Punjab	Khadoor Sahib	BALWINDER SINGH	3804	no	IND	Independent
Punjab	Khadoor Sahib	GURNAM SINGH	9307	no	IND	Independent
Punjab	Khadoor Sahib	SIMRANJIT SINGH MANN	13990	no	SAD(M)	Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
Punjab	Khadoor Sahib	MAHINDER SINGH HAMIRA	1720	no	IND	Independent
Punjab	Khadoor Sahib	SUCHA SINGH MANN	8491	no	BSP	Bahujan Samaj Party
Punjab	Khadoor Sahib	SUKHCHAIN CHAND	1313	no	DBSP	Democratic Bharatiya Samaj Party
Punjab	Khadoor Sahib	JASBIR SINGH	3114	no	IND	Independent
Punjab	Jalandhar	SANTOKH SINGH CHAUDHARY	380479	yes	INC	Indian National Congress
Punjab	Jalandhar	JAGAN NATH BAJWA	1083	no	IND	Independent
Punjab	Jalandhar	PAWAN KUMAR TINU	309498	no	SAD	Shiromani Akali Dal
Punjab	Jalandhar	MANJIT KAUR W/O SUKHWINDER SINGH	1044	no	IND	Independent
